Searched,Title,Authors,Published,Type,Include?,Exclusion code,Database,Source
12/02/2018,"EXAMINING THE RELATIONSHIP BETWEEN EMOTIONS, CUSTOMER SATISFACTION AND FUTURE BEHAVIOURAL INTENTIONS IN AGROTOURISM","Chatzigeorgiou, Chryssoula",2009-03-15,article,,,Zenodo,https://zenodo.org/record/375533
12/02/2018,Browsing Abstract Art by Appearance,"Padilla, Stefano",2012-04-01,section,,,Zenodo,https://zenodo.org/record/811662
12/02/2018,Analysis of the Long-term Effect of Office Lighting Environment on Human Reponses,D.Y. Su,2012-07-25,article,,,Zenodo,https://zenodo.org/record/1085696
12/02/2018,OPEN_EmoRec_II- A Multimodal Corpus of Human-Computer Interaction,Stefanie Rukavina,2015-05-04,article,,,Zenodo,https://zenodo.org/record/1105961
12/02/2018,OPEN_EmoRec_II- A Multimodal Corpus of Human-Computer Interaction,Stefanie Rukavina,2015-05-04,article,,,Zenodo,https://zenodo.org/record/1105977
12/02/2018,The Impact of Video Games in Children-s Learning of Mathematics,Muhammad Ridhuan Tony Lim Abdullah,2012-04-28,article,,,Zenodo,https://zenodo.org/record/1056970
12/02/2018,The Consumer Responses toward the Offensive Product Advertising,Chin Tangtarntana,2017-05-01,article,,,Zenodo,https://zenodo.org/record/1131021
12/02/2018,A Psychophysiological Evaluation of an Effective Recognition Technique Using Interactive Dynamic Virtual Environments,Mohammadhossein Moghimi,2017-04-03,article,,,Zenodo,https://zenodo.org/record/1130437
12/02/2018,"Employee Aggression, Labeling and Emotional Intelligence",Martin Popescu D. Dana Maria,2014-06-01,article,,,Zenodo,https://zenodo.org/record/1093766
12/02/2018,Information Theoretical Analysis of Neural Spiking Activity with Temperature Modulation,Young-Seok Choi,2015-05-04,article,,,Zenodo,https://zenodo.org/record/1105939
12/02/2018,"Annual Reports of Education, Health and Sport 9781329900516","Podgorna, V. V. et al.",2013-10-31,book,,,Zenodo,https://zenodo.org/record/46027
12/02/2018,Correlated Neural Activity in Cortex and Thalamus Following Brain Injury,Young-Seok Choi,2015-09-04,article,,,Zenodo,https://zenodo.org/record/1109299
12/02/2018,Differential Analysis: Crew Resource Management and Profiles on the Balanced Inventory of Desirable Responding,Charalambos C. Cleanthous,2017-03-05,article,,,Zenodo,https://zenodo.org/record/1129930
12/02/2018,Gender Differences with Different Emotions for Brain Functional Connectivity analysis,Sushil Chandra,2016-05-03,article,,,Zenodo,https://zenodo.org/record/59511
12/02/2018,Digital Narrative as a Change Agent to Teach Reading to Media-Centric Students,Robert F. Kenny,2007-11-27,article,,,Zenodo,https://zenodo.org/record/1062132
12/02/2018,Legal Theories Underpinning Access to Justice for Victims of Sexual Violence in Refugee Camps in Africa,O. E. Eberechi,2016-06-02,article,,,Zenodo,https://zenodo.org/record/1125671
12/02/2018,Neurobiological Findings in Youth with Borderline Personality Disorder,"Brunner, Romuald",2014-11-30,article,,,Zenodo,https://zenodo.org/record/1119311
