searched,title,authors,published,database,source
12/02/2018,Multimodal analysis of user behavior and browsed content under different image search intents,"Halvorsen, Pål, Riegler, Michael, Soleymani, Mohammad, ",2018,Springer,http://dx.doi.org/10.1007/s13735-018-0150-6
12/02/2018,Good people do bad things: How anxiety promotes unethical behavior through intuitive and automatic processing,"Tang, Hanying, Ma, Hongyu, Zhou, Zhiqing E., Shi, Yanwei, Zhang, Hui, ",2018,Springer,http://dx.doi.org/10.1007/s12144-018-9789-7
12/02/2018,"A database of orthography-semantics consistency (OSC) estimates for 15,017 English words","Amenta, Simona, Marelli, Marco, ",2018,Springer,http://dx.doi.org/10.3758/s13428-018-1017-8
12/02/2018,"Techno-stressors, distress and strain: the roles of leadership and competitive climates","Gaudioso, Fulvio, Turel, Ofir, ",2018,Springer,http://dx.doi.org/10.1007/s10111-018-0461-7
12/02/2018,Human–Robot Facial Expression Reciprocal Interaction Platform: Case Studies on Children with Autism,"Meghdari, Ali, Alemi, Minoo, Taheri, Alireza, Ghorbandaei Pour, Ali, ",2018,Springer,http://dx.doi.org/10.1007/s12369-017-0461-4
12/02/2018,Radical wellness for a radically ethical life,"Arangno, Lorraine Marie, ",2018,Springer,http://dx.doi.org/10.1007/s40167-018-0060-8
12/02/2018,"Understanding, Recognising and Treating Co-occurring Anxiety in Autism","Ofield, A., Rodgers, Jacqui, ",2018,Springer,http://dx.doi.org/10.1007/s40474-018-0132-7
12/02/2018,Nonverbal Synchrony and Complementarity in Unacquainted Same-Sex Dyads: A Comparison in a Competitive Context,"La Marca, Roberto, Tschacher, Wolfgang, Hubmann, Priska, Kesselring, Marion, Ehlert, Ulrike, Spoerri, Corinne, Lozza, Niclà, ",2018,Springer,http://dx.doi.org/10.1007/s10919-018-0273-8
12/02/2018,Detection of sleep-disordered breathing with ambulatory Holter monitoring,"Kelly, William, Sheikh, Karen, Moores, Aimee, Hostler, Jordanna, Collen, Jacob F., Mortara, David, Haigney, Mark, Grasso, Ian, ",2018,Springer,http://dx.doi.org/10.1007/s11325-018-1623-9
12/02/2018,Effects of therapeutic horseback riding on post-traumatic stress disorder in military veterans,"Harms, Nathan, Wassman, Marita, Osterlind, Steven, Grindler, Karen, Russell, Cynthia L., Willard, Amy, Carlisle, Gretchen K., Crowder, Sandra M., Yaglom, Hayley D., Bibbo, Jessica L., Marzolf, James R., Albright, David L., Johnson, Rebecca A., ",2018,Springer,http://dx.doi.org/10.1186/s40779-018-0149-6
12/02/2018,Knowledge mapping of social commerce research: a visual analysis using CiteSpace,"Liu, Yanping, Mou, Jian, Cui, Yi, ",2018,Springer,http://dx.doi.org/10.1007/s10660-018-9288-9
12/02/2018,Physiological Emotion Regulation in Children with ADHD with and without Comorbid Internalizing Disorders: a Preliminary Study,"Slaughter, Kelly E., Walerius, Danielle M., Fogleman, Nicholas D., Rosen, Paul J., Leaberry, Kirsten D., ",2018,Springer,http://dx.doi.org/10.1007/s10862-018-9644-z
12/02/2018,The Mexican Drug War and Early-Life Health: The Impact of Violent Crime on Birth Outcomes,"Brown, Ryan, ",2018,Springer,http://dx.doi.org/10.1007/s13524-017-0639-2
12/02/2018,The Effects of Collaborative Care of Living Animals in Biology Lessons on Students’ Relatedness Toward Their Teacher Across Gender,"Wilde, Matthias, Großmann, Nadine, Eckes, Alexander, ",2018,Springer,http://dx.doi.org/10.1007/s11165-017-9689-0
12/02/2018,Opinion mining in management research: the state of the art and the way forward,"Mukhopadhyay, Soumya, ",2018,Springer,http://dx.doi.org/10.1007/s12597-017-0328-3
12/02/2018,A Review of the Effectiveness and Mechanisms of Change for Three Psychological Interventions for Borderline Personality Disorder,"Egan, J., Byrne, G., ",2018,Springer,http://dx.doi.org/10.1007/s10615-018-0652-y
12/02/2018,"When is best-worst best? A comparison of best-worst scaling, numeric estimation, and rating scales for collection of semantic norms","Westbury, Chris, Hollis, Geoff, ",2018,Springer,http://dx.doi.org/10.3758/s13428-017-1009-0
12/02/2018,Count on arousal: introducing a new method for investigating the effects of emotional valence and arousal on visual search performance,"Deak, Anita, Labadi, Beatrix, Bernath, Laszlo, Zsido, Andras Norbert, ",2018,Springer,http://dx.doi.org/10.1007/s00426-018-0974-y
12/02/2018,"Gendered Peer Involvement in Girls with Congenital Adrenal Hyperplasia: Effects of Prenatal Androgens, Gendered Activities, and Gender Cognitions","McHale, Susan, Bryk, Kristina, Beltz, Adriene M., Berenbaum, Sheri A., ",2018,Springer,http://dx.doi.org/10.1007/s10508-017-1112-4
12/02/2018,Reward priming eliminates color-driven affect in perception,"Hu, Kesong, ",2018,Springer,http://dx.doi.org/10.1007/s00426-017-0966-3
