searched,title,authors,published,database,source
29/01/2018,Traffic modeling and prediction using camera sensor networks,"Yang,Ming-Hsuan, Oh,Songhwai, Shuai,Zaihong, ",2010,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=1865996&amp;ftid=848628&amp;dwn=1
29/01/2018,The potential of smart home sensors in forecasting household electricity demand,"Jacobsen,Hans-Arno, Struker,Jens, Goebel,Christoph, Ziekow,Holger, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6678912/6687920/06687962.pdf?arnumber=6687962
29/01/2018,Method and apparatus for detection and prediction of events based on changes in behavior,"E Wernevi, S Apsell - US Patent 9,710,761, 2017 - Google Patents",2017,Google Scholar,https://patents.google.com/patent/US9710761B2/en
29/01/2018,Inhabitant prediction in smart houses,"Abdulrazak,Bessam, Kadouche,Rachid, ",2011,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2030055&amp;ftid=1033804&amp;dwn=1
29/01/2018,Smart grid distribution prediction and control using computational intelligence,"Hughes,Joshua G., Chandler,Shawn A., ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6599412/6617285/06617302.pdf?arnumber=6617302
29/01/2018,Optimization of synthesis parameters of adaptive generalized predictive control using genetic algorithms,"Sayouti,Yassine, Ballouk,Abdelhakim, Badri,Abdelmajid, Mouhou,Abdelaziz, ",2017,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=3128150&ftid=1905509&dwn=1
29/01/2018,Dealing with storage without forecasts in smart grids,"Papatriantafilou,Marina, Georgiadis,Giorgos, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2554943&amp;ftid=1484594&amp;dwn=1
29/01/2018,Behavior prediction using an improved Hidden Markov Model to support people with disabilities in smart homes,"Gu,Ning, Gu,Hansu, Lu,Tun, Zhang,Peng, Wu,Eying, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7561991/7565943/07566051.pdf?arnumber=7566051
29/01/2018,Short-term load forecasting in smart grid: A combined CNN and K-means clustering approach,Not available,2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7877084/7881676/07881726.pdf?arnumber=7881726
29/01/2018,On statistical modeling and forecasting of energy usage in smart grid,"Xu,Guobin, Yang,Qingyu, Griffith,David, An,Dou, Yu,Wei, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2663768&amp;ftid=1504916&amp;dwn=1
29/01/2018,Energy prediction based on resident's activity,"C Chen, B Das, DJ Cook - Proceedings of the International workshop on …, 2010 - Citeseer",2010,Google Scholar,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.456.5318&rep=rep1&type=pdf
29/01/2018,Occupant behaviour prediction in ambient intelligence computing environment,"MJ Akhlaghinia, A Lotfi, C Langensiepen… - Journal of Uncertain …, 2008 - academia.edu",2008,Google Scholar,http://www.academia.edu/download/41354388/Occupant_20Behaviour_20Prediction_20in_20Ambient_20Intelligence_20Computing_20Environment.pdf
29/01/2018,A study on compression-based sequential prediction methods for occupancy prediction in smart homes,"Rahnamay-Naeini,Mahshid, Sama,Sreerama Krishna, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7763653/7777798/07777807.pdf?arnumber=7777807
29/01/2018,A Bayesian network based method for activity prediction in a smart home system,"Su,Yen Feng, Zhou,Pei-Chuan, Liu,Alan, Wu,Zong-Hong, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7830913/7844217/07844449.pdf?arnumber=7844449
29/01/2018,Weather forecast based scheduling for demand response optimization in smart grids,"Druzbikova,Katerina, Herman,Jan, Tomsik,Jan, Buhnova,Barbora, Kadlec,Miroslav, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7963867/7973339/07973867.pdf?arnumber=7973867
29/01/2018,Impact assessment of smart meter grouping on the accuracy of forecasting algorithms,"Jacobi,Malte, Karnouskos,Stamatis, da Silva,Per Goncalves, Ilić,Dejan, ",2013,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2480491&amp;ftid=1368072&amp;dwn=1
29/01/2018,Future weather prediction using genetic algorithm and FFT for smart farming,"Kadam,Anilkumar J., Gumaste,Sneha S., ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7856390/7859963/07860028.pdf?arnumber=7860028
29/01/2018,Smart home user's behavior prediction,"Platonov,Ivan, Melezhik,Alexey, Vavilov,Dmitry, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6697948/6697949/06697984.pdf?arnumber=6697984
29/01/2018,Electricity price and demand forecasting under smart grid environment,"Woon,Wei Lee, Zeineldin,Hatem, Masri,Dina, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7155395/7165173/07165472.pdf?arnumber=7165472
29/01/2018,A semantic and environment models-based user behavior prediction scheme in smart home,"JM Hsu, I Chang - Advanced Science Letters, 2012 - ingentaconnect.com",2012,Google Scholar,http://www.ingentaconnect.com/content/asp/asl/2012/00000009/00000001/art00027
29/01/2018,The behavioral profiling based on times series forecasting for smart homes assistance,"MT Moutacalli, A Bouzouane, B Bouchard - Journal of Ambient Intelligence …, 2015 - Springer",2015,Google Scholar,https://link.springer.com/article/10.1007/s12652-015-0281-z
29/01/2018,A prediction model for anomalies in smart grid with sensor network,"Mixon,Paul, Ali,Hasan, Dasgupta,Dipankar, Nutt,Victor, Kher,Shubhalaxmi, ",2013,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2460043&amp;ftid=1361026&amp;dwn=1
29/01/2018,Dynamic building energy consumption forecast using weather forecast interpolations,"Yang,Hongxia, Zhang,Rui, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7426159/7436263/07436378.pdf?arnumber=7436378
29/01/2018,Improving failure prediction accuracy in smart environments,"Lukkien,Johan J., Ozcelebi,Tanir, Warriach,Ehsan Ullah, Guclu,Sila Ozen, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7424905/7430494/7430627.pdf?arnumber=7430627
29/01/2018,An electricity load forecasting method based on association rule analysis in smart grid,"Han,Yinghua, Liu,Huan, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7794486/7810917/07810965.pdf?arnumber=7810965
29/01/2018,Mining sensor data in smart environment for temporal activity prediction,"V Jakkula, DJ Cook - Poster session at the ACM SIGKDD …, 2007 - pdfs.semanticscholar.org",2007,Google Scholar,https://pdfs.semanticscholar.org/4525/3bd5aaeaeb2e976b7c5c406fcbf7f4272743.pdf
29/01/2018,Identification of lifestyle behavior patterns with prediction of the happiness of an inhabitant in a smart home,"V Jakkula, GM Youngblood, DJ Cook - AAAI Workshop on Computational …, 2006 - aaai.org",2006,Google Scholar,http://www.aaai.org/Papers/Workshops/2006/WS-06-04/WS06-04-005.pdf
29/01/2018,A predictive framework for location-aware resource management in smart homes,"A Roy, SK Das, K Basu - IEEE Transactions on mobile …, 2007 - ieeexplore.ieee.org",2007,Google Scholar,http://ieeexplore.ieee.org/abstract/document/4318967/
29/01/2018,Impact of demand response contracts on load forecasting in a smart grid environment,Not available,2012,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6330648/6343905/06345079.pdf?arnumber=6345079
29/01/2018,Scheduling of air-conditioner using occupancy prediction in a smart home/building environment,"Joo,Sung-Kwan, Lee,Jaehee, Jo,Hyung-Chul, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6761345/6775879/06776013.pdf?arnumber=6776013
29/01/2018,Health monitoring in an agent-based smart home by activity prediction,"SK Das, DJ Cook - … the International Conference on Smart Homes …, 2004 - researchgate.net",2004,Google Scholar,https://www.researchgate.net/profile/Diane_Cook2/publication/228767727_Health_monitoring_in_an_agent-based_smart_home_by_activity_prediction/links/543bc3070cf24a6ddb979bab.pdf
29/01/2018,Towards appliance usage prediction for home energy management,"NC Truong, L Tran-Thanh, E Costanza… - Proceedings of the …, 2013 - dl.acm.org",2013,Google Scholar,https://dl.acm.org/citation.cfm?id=2487210
29/01/2018,Regression tree classification for activity prediction in smart homes,"Cook,Diane J., Minor,Bryan, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2641669&amp;ftid=1500807&amp;dwn=1
29/01/2018,LMP forecasting with prefiltered Gaussian process,"Nakano,Kaoru, Mori,Hiroyuki, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6999012/7011539/07011555.pdf?arnumber=7011555
29/01/2018,Identifying tasks and predicting actions in smart homes using unlabeled data,"SP Rao, DJ Cook - … of the Machine Learning Workshop on The Continuum …, 2003 - Citeseer",2003,Google Scholar,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.75.5636&rep=rep1&type=pdf
29/01/2018,Harmful algal blooms prediction with machine learning models in Tolo Harbour,"Song,Jingdong, Jia,Zhuo, Yu,Jin, Li,Xiu, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7031549/7043829/07043865.pdf?arnumber=7043865
29/01/2018,Predicting solar generation from weather forecasts using machine learning,"Shenoy,Prashant, Irwin,David, Sharma,Pranshu, Sharma,Navin, ",2011,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6093618/6102296/06102379.pdf?arnumber=6102379
29/01/2018,Fast forecasting uncontrolled network separation in smart grid environment,"Kong,Weicong, Zhang,Chunxue, Xu,Zhao, Jia,Youwei, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7764633/7778724/07778850.pdf?arnumber=7778850
29/01/2018,Database-driven quality prediction for mobile wireless networks in smart home environments,"Lin,Po-Chiang, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7378181/7398473/07398680.pdf?arnumber=7398680
29/01/2018,Implementation of Machine Learning Algorithm for predicting user behavior and smart energy management,"Kamaleshwar,R., Manikandaraj,S., Rajasekaran,Ramanan G., ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/8063641/8073474/08073480.pdf?arnumber=8073480
29/01/2018,A system context-aware approach for battery lifetime prediction in smart phones,"Chen,Xiangqun, Feng,Qing, Guo,Yao, Zhao,Xia, ",2011,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=1982327&amp;ftid=65360&amp;dwn=1
29/01/2018,A deep learning model for air quality prediction in smart cities,"Ozdemir,Suat, Simsek,Mehmet Ulvi, Kok,Ibrahim, ",2018,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/8241556/8257893/08258144.pdf?arnumber=8258144
29/01/2018,A greedy algorithm for the unforecasted energy dispatch problemwith storage in smart grids,"Papatriantafilou,Marina, Georgiadis,Georgios, ",2013,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2487203&amp;ftid=1372784&amp;dwn=1
29/01/2018,Weather sensitive demand forecasting method based on SVR for shoes products,Not available,2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6766337/6775377/06775389.pdf?arnumber=6775389
29/01/2018,Implementing smart energy systems: Integrating load and price forecasting for single parameter based demand response,"Tsoukalas,Lefteri H., Alamaniotis,Miltiadis, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7837797/7856167/07856299.pdf?arnumber=7856299
29/01/2018,Towards statistical modeling and machine learning based energy usage forecasting in smart grid,"Xu,Guobin, Yang,Qingyu, Griffith,David, An,Dou, Yu,Wei, ",2015,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2753061&amp;ftid=1559583&amp;dwn=1
29/01/2018,HMM-based human fall detection and prediction method using tri-axial accelerometer,"L Tong, Q Song, Y Ge, M Liu - IEEE Sensors Journal, 2013 - ieeexplore.ieee.org",2013,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6450028/
29/01/2018,"Learning, prediction and mediation of context uncertainty in smart pervasive environments","SK Das, N Roy - OTM Confederated International Conferences"" On the …, 2008 - Springer",2008,Google Scholar,https://link.springer.com/chapter/10.1007/978-3-540-88875-8_107
29/01/2018,A demand side management strategy based on forecasting of residential renewable sources: A smart home system in Turkey,"A Tascikaraoglu, AR Boynuegri, M Uzunoglu - Energy and Buildings, 2014 - Elsevier",2014,Google Scholar,https://www.sciencedirect.com/science/article/pii/S0378778814004460
29/01/2018,High level saliency prediction for smart game balancing,"Mania,Katerina, Cunningham,Douglas, Drettakis,George, Koulieris,George Alex, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2614157&amp;ftid=1490011&amp;dwn=1
29/01/2018,Sensors activation time predictions in smart home,"Bouchard,Bruno, Bouzouane,Abdenour, Moutacalli,Mohamed Tarik, ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2769530&amp;ftid=1632770&amp;dwn=1
29/01/2018,Artificial neural network for load forecasting in smart grid,"Zhou,Long, Xu,Fang-Yuan, Zhang,Hao-Tian, ",2010,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/5570011/5580670/05580713.pdf?arnumber=5580713
29/01/2018,Machine learning based prediction of thermal comfort in buildings of equatorial Singapore,"Xie,Lihua, Li,Hua, Soh,Yeng Chai, Chaudhuri,Tanaya, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/8027285/8038534/08038552.pdf?arnumber=8038552
29/01/2018,Developmental trajectories of internalising behaviour in the prediction of adolescent depressive symptoms,"Smart,Diana, Sanson,Ann, Letcher,Primrose, Williams,Ian, Toumbourou,John W., ",2011,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1742-9536.2011.00023.x
29/01/2018,User's behavior classification model for smart houses occupant prediction,"R Kadouche, H Pigot, B Abdulrazak… - Activity Recognition in …, 2011 - Springer",2011,Google Scholar,https://link.springer.com/chapter/10.2991/978-94-91216-05-3_7
29/01/2018,Higher Order Wavelet Neural Networks with Kalman learning for wind speed forecasting,"Sanchez,Edgar N., Alanis,Alma Y., Catzin,Glendy A., Ricalde,Luis J., ",2011,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/5940251/5953191/05953332.pdf?arnumber=5953332
29/01/2018,SPEED: An inhabitant activity prediction algorithm for smart homes,"MR Alam, MBI Reaz, MAM Ali - IEEE Transactions on Systems …, 2012 - ieeexplore.ieee.org",2012,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6097066/
29/01/2018,Hardware simulation of pattern matching and reinforcement learning to predict the user next action of smart home device usage,"M Marufuzzaman, MBI Reaz - World Applied Sciences Journal, 2013 - Citeseer",2013,Google Scholar,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.388.7101&rep=rep1&type=pdf
29/01/2018,Detecting and predicting of abnormal behavior using hierarchical Markov model in smart home network,Not available,2010,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/5634838/5645891/05646583.pdf?arnumber=5646583
29/01/2018,Incoming data prediction in smart home environment with HMM-based machine learning,"Chouaieb,A., Sahloul,I., Bouallegue,R., Ammari,M. L., Zaouali,K., ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7890543/7893951/07894020.pdf?arnumber=7894020
29/01/2018,Photovoltaic power prediction and its application to smart grid,"Noro,Y., Takabayashi,Y., Murakami,Y., ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6866769/6873742/06873762.pdf?arnumber=6873762
29/01/2018,On hourly home peak load prediction,"Lizotte,Daniel J., Gao,Peter Xiang, Singh,Rayman Preet, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6479749/6485945/06485977.pdf?arnumber=6485977
29/01/2018,A predictive defense system for the smart grid,"Hadley,Mark, Guo,Xinxin, Greitzer,Frank, Paulson,Patrick, Du,Pengwei, Lu,Ning, ",2012,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2179330&amp;ftid=1209535&amp;dwn=1
29/01/2018,"Activity learning: discovering, recognizing, and predicting human behavior from sensor data","DJ Cook, NC Krishnan - 2015 - books.google.com",2015,Google Scholar,https://books.google.co.uk/books?hl=en&lr=&id=TMZ9BgAAQBAJ&oi=fnd&pg=PR11&dq=(human+OR+people+OR+person)+AND+(behaviour+OR+behavior+OR+action+OR+activity)+AND+(prediction+OR+predicting+OR+forecast+OR+forecasting)+AND+(algorithm+OR+method+OR+technique+OR+learning)+AND+(%22smart+home%22+OR+%22smart+environment%22+OR+%22smart+homes%22+OR+%22smart+e&ots=9qlN2shqjt&sig=Kxw7oY8vOgCjG4op9m2pBsdATsc
29/01/2018,DCTP: Data collecting based on trajectory prediction in Smart Environment,"Song,Wen-Zhan, Peng,Yayun, De,Debraj, Wang,Chengliang, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7031554/7046663/07046673.pdf?arnumber=7046673
29/01/2018,Solar radiation prediction based on recurrent neural networks trained by Levenberg-Marquardt backpropagation learning algorithm,"Behera,Pradeep K., Zhang,Nian, ",2012,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6170475/6175527/06175757.pdf?arnumber=6175757
29/01/2018,Wind power ramp forecasting for stochastic unit commitment in Smart Grid environment,"Vasudevan,Kashyap, Patil,Aditya, Balaraman,K, Reddy,Chandra Shekhar, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6689799/6698699/06698762.pdf?arnumber=6698762
29/01/2018,Optimized Support Vector Regression models for short term solar radiation forecasting in smart environment,"Bhakar,Rohit, Sharma,Kailash Chand, Sreekumar,Sreenu, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7838019/7847944/07848358.pdf?arnumber=7848358
29/01/2018,Methods for energy price prediction in the Smart Grid,"Raugi,Marco, Tucci,Mauro, Crisostomi,Emanuele, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6450175/6465601/06465774.pdf?arnumber=6465774
29/01/2018,A context-aware service model using a multi-level prediction algorithm in smart home environments,"Kim,Hagbae, Kang,Jeongjin, Kang,Myungseok, Hong,Inhwa, ",2009,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=1645083&amp;ftid=702738&amp;dwn=1
29/01/2018,A unified framework for activity recognition-based behavior analysis and action prediction in smart homes,"I Fatima, M Fahim, YK Lee, S Lee - Sensors, 2013 - mdpi.com",2013,Google Scholar,http://www.mdpi.com/1424-8220/13/2/2682/htm
29/01/2018,Understanding and prediction of mobile application usage for smart phones,"Dey,Anind K., Hong,Jin-Hyuk, Shin,Choonsung, ",2012,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2370243&amp;ftid=1290086&amp;dwn=1
29/01/2018,A new approach based on coupled map lattices for load forecasting in smart grids,"Aoki,Alexandre Rasi, Oening,Ana Paula, Coelho,Mariana Cristina, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6550119/6554355/06554427.pdf?arnumber=6554427
29/01/2018,Designing smart environments: A paradigm based on learning and prediction,"SK Das, DJ Cook - International Conference on Pattern Recognition and …, 2005 - Springer",2005,Google Scholar,https://link.springer.com/chapter/10.1007/11590316_11
29/01/2018,Using graphs to improve activity prediction in smart environments based on motion sensor data,"SS Long, LB Holder - International Conference on Smart Homes and …, 2011 - Springer",2011,Google Scholar,https://link.springer.com/chapter/10.1007/978-3-642-21535-3_8
29/01/2018,Time series analysis for waste quantities prediction in a north African city,"Hadri,Zouhair El, Khattabi,Noha El, Boulahna,Ismail, ",2017,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=3128140&ftid=1905496&dwn=1
29/01/2018,Human behavior prediction for smart homes using deep learning,Not available,2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6604421/6628390/06628440.pdf?arnumber=6628440
29/01/2018,The role of prediction algorithms in the MavHome smart home architecture,"SK Das, DJ Cook, A Battacharya… - IEEE Wireless …, 2002 - ieeexplore.ieee.org",2002,Google Scholar,http://ieeexplore.ieee.org/abstract/document/1160085/
29/01/2018,A distributed gaussian-means clustering algorithm for forecasting domestic energy usage,"Wlodarczyk,Tomasz Wiktor, Evensen,Pal, Rong,Chunming, Chakravorty,Antorweep, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7031549/7043829/07043863.pdf?arnumber=7043863
29/01/2018,"Cloud enabled air quality detection, analysis and prediction - A smart city application for smart health","Singh,Shwetanshu, Mallissery,Sanoop, Pai,M. M. Manohara, Mehta,Yash, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7457420/7460263/07460380.pdf?arnumber=7460380
29/01/2018,Dynamic forecasting and adaptation for demand optimization in the Smart Grid,"Clarke,Siobhan, O'Toole,Eamonn, ",2012,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6218999/6225709/06225714.pdf?arnumber=6225714
29/01/2018,An improved WT and NN ensemble demand forecast model for PV integrated smart buildings,"Ekanayake,Chandima, Nadarajah,Mithulananthan, Raza,Muhammad Qamar, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7786610/7796342/07796484.pdf?arnumber=7796484
29/01/2018,Security risk situation quantification method based on threat prediction for multimedia communication network,"Yang, Yingjie, Zhang, Hongqi, Hu, Hao, ",2018,Springer,http://dx.doi.org/10.1007/s11042-017-5602-0
29/01/2018,Combined fuzzy state q-learning algorithm to predict context aware user activity under uncertainty in assistive environment,"FM Ali, SW Lee, Z Bien… - … , Networking, and Parallel …, 2008 - ieeexplore.ieee.org",2008,Google Scholar,http://ieeexplore.ieee.org/abstract/document/4617348/
29/01/2018,Healthcare application of Smart Home user's behavior prediction,"Platonov,Ivan, Melezhik,Alexey, Vavilov,Dmitry, ",2014,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6761345/6775879/06776025.pdf?arnumber=6776025
29/01/2018,Electricity market price forecasting in a price-responsive smart grid environment,"Rosehart,W D, Zareipour,H, Motamedi,A, ",2010,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/5577387/5588047/05589334.pdf?arnumber=5589334
29/01/2018,Cell-to-cell activity prediction for smart cities,"Markopoulou,Athina, Ihler,Alexander, Alimpertis,Emmanouil, Cici,Blerim, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7556623/7561992/07562207.pdf?arnumber=7562207
29/01/2018,Comparison of echo state network and extreme learning machine for PV power prediction,"Venayagamoorthy,Ganesh K., Jayawardene,Iroshani, ",2015,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6999012/7011539/07011546.pdf?arnumber=7011546
29/01/2018,Context-aware activity prediction using human behavior pattern in real smart home environments,"Zeng,Yi-Chong, Fu,Li-Chen, Li,Ting-Ying, Xie,Yifei, Pradhan,Sipun Kumar, Wu,Chao-Lin, Tsai,Ming-Je, ",2016,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/7738291/7743369/07743376.pdf?arnumber=7743376
29/01/2018,Detecting and predicting of abnormal behavior using hierarchical markov model in smart home network,"W Kang, D Shin, D Shin - Industrial Engineering and …, 2010 - ieeexplore.ieee.org",2010,Google Scholar,http://ieeexplore.ieee.org/abstract/document/5646583/
29/01/2018,Monitoring-based temporal prediction of power entities in smart grid cities,"Park,Chan Jung, Park,Gyung-Leen, Kim,Seong Baeg, Lee,Junghoon, ",2012,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2401684&amp;ftid=1315755&amp;dwn=1
29/01/2018,Applying SARIMA time series to forecast sleeping activity for wellness model of elderly monitoring in smart home,"Rayudu,R. K., Mukhopadhyay,S. C., Survadevara,N. K., ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/6428838/6461638/06461661.pdf?arnumber=6461661
29/01/2018,Neural networks ensembles for short-term load forecasting,"Yao,Xin, De Felice,Matteo, ",2011,IEEE - Crossref,http://xplorestaging.ieee.org/ielx5/5940251/5953191/05953333.pdf?arnumber=5953333
29/01/2018,Smart heating control with occupancy prediction,"Mattern,Friedemann, Santini,Silvia, Kleiminger,Wilhelm, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2641555&amp;ftid=1500876&amp;dwn=1
29/01/2018,Bayesian networks structure learning for activity prediction in smart homes,"E Nazerfard, DJ Cook - Intelligent Environments (IE), 2012 8th …, 2012 - ieeexplore.ieee.org",2012,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6258502/
29/01/2018,Efficient journey planning and congestion prediction through deep learning,"Tan,Gary, Keoh,Sye Loong, Othman,Muhammad Shalihin Bin, ",2017,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/8064441/8090780/08090805.pdf?arnumber=8090805
29/01/2018,Short-term load forecasting model based on smart metering data: Daily energy prediction using physically based component model structure,"Koponen,Pekka, ",2013,IEEE - Crossref,http://xplorestaging.ieee.org/ielx7/6624147/6642357/06642386.pdf?arnumber=6642386
