searched,title,authors,published,database,source
12/02/2018,Episodic memory after trauma exposure: Medial temporal lobe function is positively related to re-experiencing and inversely related to negative affect symptoms.,Stevens JS,2018,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29204343
12/02/2018,Binaural Beat: A Failure to Enhance EEG Power and Emotional Arousal.,López-Caballero F,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29187819
12/02/2018,Aberrant brain response after auditory deviance in PTSD compared to trauma controls: An EEG study.,Bangel KA,2017 Nov 29,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29185490
12/02/2018,Attention modulates trans-saccadic integration.,Stewart EEM,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29183779
12/02/2018,Inattention in primary school is not good for your future school achievement-A pattern classification study.,Lundervold AJ,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29182663
12/02/2018,"MEMRI reveals altered activity in brain regions associated with anxiety, locomotion, and cardiovascular reactivity on the elevated plus maze in the WKY vs SHR rats.",Zubcevic J,2017 Nov 27,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29181695
12/02/2018,Altered responses to social chemosignals in autism spectrum disorder.,Endevelt-Shapira Y,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29180748
12/02/2018,A Pilot Study of a Topical Intervention for Treatment of Female Sexual Dysfunction.,Gomaa AA,2018 Feb,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29176500
12/02/2018,Emotional ratings of high- and low-calorie food are differentially associated with cognitive restraint and dietary restriction.,Racine SE,2018 Feb 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29175441
12/02/2018,Does Testosterone Treatment Increase Anger Expression in a Population of Transgender Men?,Motta G,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29175227
12/02/2018,The moderating role of regulatory emotional self-efficacy on smoking craving: An ecological momentary assessment study.,Yuan M,2017 Nov 24,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29171689
12/02/2018,"Autism, Attention, and Alpha Oscillations: An Electrophysiological Study of Attentional Capture.",Keehn B,2017 Sep,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29170759
12/02/2018,The Influence of Background Music on Learning in the Light of Different Theoretical Perspectives and the Role of Working Memory Capacity.,Lehmann JAM,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29163283
12/02/2018,Chronotype description: In search of a solid subjective amplitude scale.,Oginska H,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29157006
12/02/2018,Low physiological arousal and high impulsivity as predictors of self-injurious thoughts and behaviors among adolescents.,Aldrich JT,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29156227
12/02/2018,Interactive Effects of Insomnia Symptoms and Trauma Exposure on PTSD: Examination of Symptom Specificity.,Cox RC,2017 Nov 20,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29154597
12/02/2018,Unique effects and moderators of effects of sources on self-efficacy: A model-based meta-analysis.,Byars-Winston A,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29154576
12/02/2018,Invisible side of emotions: somato-motor responses to affective facial displays in alexithymia.,Scarpazza C,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29150757
12/02/2018,"Convergent, incremental, and criterion-related validity of multi-informant assessments of adolescents' fears of negative and positive evaluation.",Karp JN,2017 Nov 17,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29148601
12/02/2018,Pain dilates time perception.,Rey AE,2017 Nov 16,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29146989
12/02/2018,The persuasion network is modulated by drug-use risk and predicts anti-drug message effectiveness.,Huskey R,2017 Dec 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29140500
12/02/2018,[Neuroscience of mental flexibility].,Janka Z,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29135273
12/02/2018,Developing a model for measuring fear of pain in Norwegian samples: The Fear of Pain Questionnaire Norway.,Vambheim SM,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29129465
12/02/2018,Relation between lifespan polytrauma typologies and post-trauma mental health.,Contractor AA,2018 Jan,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29128858
12/02/2018,Transcranial Direct Current Stimulation of the Medial Prefrontal Cortex Affects Judgments of Moral Violations.,Yuan H,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29123493
12/02/2018,Brain functional connectivity differentiates dexmedetomidine from propofol and natural sleep.,Guldenmund P,2017 Oct 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29121293
12/02/2018,Sensation during Active Behaviors.,Busse L,2017 Nov 8,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29118211
12/02/2018,Network Configurations in the Human Brain Reflect Choice Bias during Rapid Face Processing.,Tu T,2017 Dec 13,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29118108
12/02/2018,Working memory predicts methamphetamine hair concentration over the course of treatment: moderating effect of impulsivity and implications for dual-systems model.,Rubenis AJ,2017 Nov 8,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29114992
12/02/2018,Longitudinal Recovery and Reduced Costs After 120 Sessions of Locomotor Training for Motor Incomplete Spinal Cord Injury.,Morrison SA,2017 Oct 26,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29107040
12/02/2018,Mental stress peripheral vascular reactivity is elevated in women with coronary vascular dysfunction: Results from the NHLBI-sponsored Cardiac Autonomic Nervous System (CANS) study.,Mehta PK,2018 Jan 15,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29103858
12/02/2018,"Feasibility of early, motor assisted upper extremity cycle ergometry in critically ill neurological patients with upper extremity weakness and variable cognitive status: a case series.",Deluzio S,2017 Oct 31,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29095167
12/02/2018,An Emotion-Enriched Context Influences the Effect of Action Observation on Cortical Excitability.,Lagravinese G,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29093674
12/02/2018,Nasal Oxytocin Treatment Biases Dogs' Visual Attention and Emotional Response toward Positive Human Facial Expressions.,Somppi S,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29089919
12/02/2018,Pupillary Response and Phenotype in ASD: Latency to Constriction Discriminates ASD from Typically Developing Adolescents.,Lynch GTF,2017 Oct 31,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29087041
12/02/2018,An electrophysiological investigation of reinforcement effects in attention deficit/hyperactivity disorder: Dissociating cue sensitivity from down-stream effects on target engagement and performance.,Chronaki G,2017 Dec,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29080475
12/02/2018,Value-based decision making via sequential sampling with hierarchical competition and attentional modulation.,Colas JT,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29077746
12/02/2018,Modeling the adenosine system as a modulator of cognitive performance and sleep patterns during sleep restriction and recovery.,Phillips AJK,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29073206
12/02/2018,In the mind's eye: The late positive potential to negative and neutral mental imagery and intolerance of uncertainty.,MacNamara A,2017 Oct 26,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29072319
12/02/2018,Distinct locomotor control and awareness in awake sleepwalkers.,Kannape OA,2017 Oct 23,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29065287
12/02/2018,Presynaptic Neuronal Nicotinic Receptors Differentially Shape Select Inputs to Auditory Thalamus and Are Negatively Impacted by Aging.,Sottile SY,2017 Nov 22,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29061702
12/02/2018,Neural mechanisms of mental fatigue elicited by sustained auditory processing.,Moore TM,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29061491
12/02/2018,EEG emotion recognition using reduced channel wavelet entropy and average wavelet coefficient features with normal Mutual Information method.,Candra H,2017 Jul,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29059910
12/02/2018,The Inventory of Depressive Symptomatology Self Report (IDS-SR): Psychometric properties of the Indonesian version.,Arjadi R,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29059258
12/02/2018,Gynephilic Men's Self-Reported and Genital Sexual Responses to Relationship Context Cues.,Timmers AD,2017 Oct 20,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29058099
12/02/2018,Fusion of Facial Expressions and EEG for Multimodal Emotion Recognition.,Huang Y,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29056963
12/02/2018,The mechanisms of action underlying the efficacy of psychological nightmare treatments: A systematic review and thematic analysis of discussed hypotheses.,Rousseau A,2017 Sep 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29056416
12/02/2018,The neural signature of emotional memories in serial crimes.,Chassy P,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29055395
12/02/2018,"Attend or defend? Sex differences in behavioral, autonomic, and respiratory response patterns to emotion-eliciting films.",Wilhelm FH,2017 Dec,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29054817
12/02/2018,Women's self-rated attraction to male faces does not correspond with physiological arousal.,Hagerman S,2017 Oct 19,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29051563
12/02/2018,Space-based bias of covert visual attention in complex regional pain syndrome.,Bultitude JH,2017 Sep 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29050381
12/02/2018,Functional connectivity structure of cortical calcium dynamics in anesthetized and awake mice.,Wright PW,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29049297
12/02/2018,Coping and Changes in Arousal After Exposure to +G&lt;sub&gt;z&lt;/sub&gt; Load.,Biernacki MP,2017 Nov 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29046179
12/02/2018,Incident experience predicts freezing-like responses in firefighters.,Ly V,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29045469
12/02/2018,Random Recurrent Networks Near Criticality Capture the Broadband Power Distribution of Human ECoG Dynamics.,Chaudhuri R,2017 Oct 13,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29040412
12/02/2018,Nocturnal sleep mediates the relationship between morningness-eveningness preference and the sleep architecture of afternoon naps in university students.,Lee TY,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29040275
12/02/2018,"Regulation of pyruvate dehydrogenase (PDH) in the hibernating ground squirrel, (Ictidomys tridecemlineatus).",Wijenayake S,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29037383
12/02/2018,Sexual concerns after Spinal Cord Injury: An update on management.,Alexander MS,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29036845
12/02/2018,Implicit Recognition of Familiar and Unfamiliar Faces in Schizophrenia: A Study of the Skin Conductance Response in Familiarity Disorders.,Ameller A,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29033855
12/02/2018,The relation between young children's physiological arousal and their motivation to help others.,Hepach R,2017 Oct 10,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29030228
12/02/2018,Electrodermal Activity Sensor for Classification of Calm/Distress Condition.,Zangróniz R,2017 Oct 12,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29023403
12/02/2018,Simultaneous measurement of sleep and feeding in individual Drosophila.,Murphy KR,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29022943
12/02/2018,Interoception and sexual response in women with low sexual desire.,Velten J,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29020067
12/02/2018,"Oxidative Stress, Inflammation, and Neuroprogression in Chronic PTSD.",Miller MW,2017 Oct 9,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/29016379
12/02/2018,The Sexual Event Diary (SED): Development and Validation of a Standardized Questionnaire for Assessing Female Sexual Functioning During Discrete Sexual Events.,van Nes Y,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28993148
12/02/2018,Understanding Female Receiver Psychology in Reproductive Contexts.,Lynch KS,2017 Oct 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28992038
12/02/2018,Object detection through search with a foveated visual system.,Akbas E,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28991906
12/02/2018,"Subjective, physiological, and behavioural responses towards evaluatively conditioned stimuli.",Pittino F,2017 Oct 6,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28984508
12/02/2018,A Bayesian computational basis for auditory selective attention using head rotation and the interaural time-difference cue.,Hambrook DA,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28982139
12/02/2018,Stress attenuates the flexible updating of aversive value.,Raio CM,2017 Oct 17,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28973957
12/02/2018,The elephant in the room: Inconsistency in scene viewing and representation.,Spotorno S,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28967780
12/02/2018,Measuring &lt;i&gt;Caenorhabditis elegans&lt;/i&gt; Sleep During the Transition to Adulthood Using a Microfluidics-based System.,Huang H,2017 Mar 20,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28966950
12/02/2018,Enhancing Study Motivation and Efficacy among First-year Students Using Minute Papers in the Interdisciplinary Subject of Yakugaku Nyumon.,Yamaki K,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28966269
12/02/2018,Individual differences in eye blink rate predict both transient and tonic pupil responses during reversal learning.,Van Slooten JC,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28961277
12/02/2018,Nutrition after preterm birth and adult neurocognitive outcomes.,Sammallahti S,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28957424
12/02/2018,Laughter catches attention!,Pinheiro AP,2017 Dec,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28942367
12/02/2018,Noncontact measurement of emotional and physiological changes in heart rate from a webcam.,Madan CR,2017 Sep 21,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28940463
12/02/2018,Music-related reward responses predict episodic memory performance.,Ferreri L,2017 Dec,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28940086
12/02/2018,Polysomnographic phenotypes and their cardiovascular implications in obstructive sleep apnoea.,Zinchuk AV,2017 Sep 21,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28935698
12/02/2018,Emotional metacontrol of attention: Top-down modulation of sensorimotor processes in a robotic visual search task.,Belkaid M,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28934291
12/02/2018,Women's Experiences of Pornography: A Systematic Review of Research Using Qualitative Methods.,Ashton S,2018 Mar-Apr,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28933950
12/02/2018,Hostile and energetic: Anger is predicted by low agreeableness and high energetic arousal.,Zajenkowski M,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28931038
12/02/2018,Facial thermal variations: A new marker of emotional arousal.,Kosonogov V,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28922392
12/02/2018,Prefrontal cortical responses in children with prenatal alcohol-related neurodevelopmental impairment: A functional near-infrared spectroscopy study.,Kable JA,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28914230
12/02/2018,Emergency Neurological Life Support: Approach to the Patient with Coma.,Cadena RS,2017 Sep,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28913601
12/02/2018,Optimizing assessment of sexual arousal in postmenopausal women using erotic film clips.,Ramos Alarcon LG,2017 Oct,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28910749
12/02/2018,"The influence of threatening visual warnings on tobacco packaging: Measuring the impact of threat level, image size, and type of pack through psychophysiological and self-report methods.",Droulers O,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28910317
12/02/2018,The impact of uncertain threat on affective bias: Individual differences in response to ambiguity.,Neta M,2017 Dec,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28910121
12/02/2018,Visuo-perceptual capabilities predict sensitivity for coinciding auditory and visual transients in multi-element displays.,Meyerhoff HS,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28902903
12/02/2018,"Multimodal cues provide redundant information for bumblebees when the stimulus is visually salient, but facilitate red target detection in a naturalistic background.",Telles FJ,2017,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28898287
12/02/2018,Attentional modulation interacts with orientation anisotropies in contrast perception.,Bloem IM,2017 Sep 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28892813
12/02/2018,Hostility and cognitive control: Evidence of increased cardiovascular reactivity as a function of exposure to affective stress using a dichotic listening paradigm.,Holland AK,2017 Sep 7,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28890181
12/02/2018,The development and initial evaluation of the Pornography-Use Avoidance Self-Efficacy Scale.,Kraus SW,2017 Sep 1,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28889754
12/02/2018,Neural Architecture of Selective Stopping Strategies: Distinct Brain Activity Patterns Are Associated with Attentional Capture But Not with Outright Stopping.,Sebastian A,2017 Oct 4,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28887387
12/02/2018,Driving performance at lateral system limits during partially automated driving.,Naujoks F,2017 Nov,PubMed,https://www.ncbi.nlm.nih.gov/pubmed/28886450
