section,searched,terms,title,authors,published,database,source,url
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Photoluminescence of Porous Silicon,"Gelloz, Bernard, ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-04508-5_32-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29 sort:date
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Deckubik,"Castelruiz,Amaia, Albizu,Josu, Arakistain,Ivan, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2662321&amp;ftid=1522925&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Towards an ambient assisted living user interaction taxonomy,"Morandell,Martin, Mayer,Christopher, Kern,Dagmar, Bobeth,Jan, Barbabella,Francesco, Petzold,Martin, ",2013,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2468366&amp;ftid=1366337&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A Bluetooth Approach to Diabetes Sensing on Ambient Assisted Living systems,"Soares,Salviano, Valente,AntÃ_nio, Martins,Hugo, Silva,SÃ©rgio, ",2012,ScienceDirect,https://api.elsevier.com/content/article/pii/S1877050912007831,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Hands free - care free,"Tscheligi,Manfred, Himmelsbach,Julia, Garschall,Markus, Wulf,Linda, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2639251&amp;ftid=1503575&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Resistant Starch in Food Industry,"Amini, Amir, Khalili, Leyla, ",2021,ScienceDirect,http://dx.doi.org/10.1007/978-3-319-03751-6_42-1,http://api.springer.com/metadata/json?api_key=dc79a00284b344a042ccc009dc64c9b4&p=30&q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29 sort:date
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Virtual caregiver: an ambient-aware elderly monitoring system,"MA Hossain, DT AhmedÂ - IEEE Transactions on InformationÂ â€_, 2012 - ieeexplore.ieee.org",2012,Google Scholar,http://ieeexplore.ieee.org/abstract/document/6213113/,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),9 Ambient Assisted Living,"de la Torra Diez,Isabel, Sendra Compte,Sandra, Rodrigues,Joel JosÃ© P.C., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/B9781785480911500099,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A review on vision techniques applied to Human Behaviour Analysis for Ambient-Assisted Living,"FlÃ_rez-Revuelta,Francisco, Climent-PÃ©rez,Pau, Chaaraoui,Alexandros AndrÃ©, ",2012,ScienceDirect,https://api.elsevier.com/content/article/pii/S0957417412004757,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A multi,"Kameas,Achilles, Panagiotakopoulos,Theodor, Panagiotou,Christos, ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2769529&amp;ftid=1632812&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Advances and trends for the development of ambient-assisted living platforms,"Novais,Paulo, JuliÃ¡n,Vicente, Costa,Angelo, ",2017,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fexsy.12163,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),An adaptive smart system to foster disabled and elderly people in kitchen-related task,"Germani,M., Menghi,R., Ceccacci,S., GullÃ ,F., ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2910678&amp;ftid=1814586&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Exploring ambient assisted living job profiles,"Kameas,Achilles, Theodosiou,Aspasia, Panagiotakopoulos,Theodor, ",2013,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2504352&amp;ftid=1405416&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Remote Monitoring and Control of an Electric Powered Wheelchair in an Assisted Living Environment,"de Lucena,Vicente F., Valenzuela,Victor L., ",2016,ScienceDirect,https://api.elsevier.com/content/article/pii/S240589631632626X,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Collaboration and Coordination in the Context of Informal Care (CCCiC),"Tixier,Matthieu, Schinkinger,Susanne, BreÅ¡kovic,Ivan, Pinatti De Carvalho,Aparecido Fabiano, Lewkowicz,Myriam, TellioÄŸlu,Hilda, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2660430&amp;ftid=1513666&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),ICF Inspired Personas to Improve Development for Usability and Accessibility in Ambient Assisted Living,"Rocha,Nelson Pacheco, Teixeira,AntÃ_nio, AlvarelhÃ£o,Joaquim, Silva,Anabela G., Martins,Ana Isabel, Cerqueira,Margarida, QueirÃ_s,Alexandra, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S1877050914000477,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Ambient assisted living,"Jaschinski,Christina, ",2014,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2638838&amp;ftid=1500788&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Multimodal wireless sensor network-based ambient assisted living in real homes with multiple residents,"C Tunca, H Alemdar, H Ertan, OD Incel, C ErsoyÂ - Sensors, 2014 - mdpi.com",2014,Google Scholar,http://www.mdpi.com/1424-8220/14/6/9692/htm,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"care,elderly,assisted living,assistive",24/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Contextualized behavior patterns for change reasoning in Ambient Assisted Living: A formal model,"Roncancio,Claudia, JimÃ©nez-GuarÃ_n,Claudia, Lago,Paula, ",2017,Wiley - Crossref,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fexsy.12189,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=311&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Detecting physical activity within lifelogs towards preventing obesity and aiding ambient assisted living,"Momeni,Elaheh, Rawassizadeh,Reza, Dobbins,Chelsea, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S0925231216314825,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Agile framework for rapid deployment in ambient assisted living environments,"Aloulou,Hamdi, Abdulzarak,Bessam, Mokhtari,Mounir, Bellmunt,Joaquim, ",2017,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=3011196&ftid=1845451&dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Towards better social integration through mobile web 2.0 ambient assisted living devices,"Ãœckert,Frank, Lablans,Martin, Jakubiec,Adalbert, Majchrzak,Tim A., ",2011,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=1982361&amp;ftid=65254&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Mobility behavior assessment using a smart-monitoring system to care for the elderly in a hospital environment,"Charlon,Y., Bettahar,F., Bourennane,W., Campo,E., Chan,M., ",2015,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2674397&amp;ftid=1528947&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A lightweight framework for transparent cross platform communication of controller data in ambient assisted living environments,"Bamidis,Panagiotis D., Bamparopoulos,Giorgos, Antoniou,Panagiotis E., Konstantinidis,Evdokimos I., ",2015,ScienceDirect,https://api.elsevier.com/content/article/pii/S0020025514011906,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A New Approach of Facial Expression Recognition for Ambient Assisted Living,"Bouchard,Bruno, Adda,Mehdi, Bouzouane,Abdenour, Yaddaden,Yacine, ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2910703&amp;ftid=1814543&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Live evaluation within ambient assisted living scenarios,"e Silva,Miguel Oliveira, Teixeira,AntÃ_nio, Pereira,Carlos, ",2015,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2674414&amp;ftid=1528911&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Evaluation of localization and activity recognition systems for ambient assisted living: The experience of the 2012 EvAAL competition,"JA ÃÅlvarez-GarcÃ_a, P Barsocchiâ€_Â - â€_Â Ambient IntelligenceÂ â€_, 2013 - content.iospress.com", P Barsocchiâ€_Â ,Google Scholar,http://content.iospress.com/articles/journal-of-ambient-intelligence-and-smart-environments/ais192,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),A multi-disciplinary approach to ambient assisted living,"M Ziefle, C RÃ¶cker, W Wilkowska, K Kasugaiâ€_Â - â€_Â for assisted livingÂ â€_, 2011 - igi-global.com",2011,Google Scholar,http://www.igi-global.com/chapter/multi-disciplinary-approach-ambient-assisted/51384,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=10
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Smart Home Assistant for Ambient Assisted Living of Elderly People with Dementia,"Å_eker,Burhan, Sokullu,Radosveta, KÃ¶seoÄŸlu,Erdem, Demir,Eren, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1877050917317118,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Chapter 7 Cloud Based Smart Living System Prototype,"Garcia,Nuno M., Goleva,Rossitza I., Trajkovik,Vladimir, Chorbev,Ivan, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/B9780128051955000077,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Testing Intelligent Solutions for the Ambient Assisted Living in a Simulator,"Dragoni,Aldo Franco, Morbidelli,Enrico, Pierdicca,Matteo, Calvaresi,Paolo, Calvaresi,Davide, Sernani,Paolo, ",2016,ACM - Crossref,http://dl.acm.org/ft_gateway.cfm?id=2935829&amp;ftid=1814555&amp;dwn=1,https://api.crossref.org/works?mailto=rob.dunne@manchester.ac.uk&rows=100&from-index-date=2011member=320&query=(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive)
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Chapter 15 Visual Information-Based Activity Recognition and Fall Detection for Assisted Living and eHealthCare,"Yu-Hua Gu,Irene, Yun,Yixiao, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/B9780128051955000156,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Theme issue:â€œUbiquitous computing and ambient intelligenceâ€ù,"J Bravo, L Fuentes, DL de Ipina - 2011 - Springer",2011,Google Scholar,http://link.springer.com/article/10.1007/s00779-010-0358-9,https://scholar.google.co.uk/scholar?q=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29&hl=en&as_sdt=0%2C5&as_ylo=2011&as_yhi=2017&start=20
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),Information technologies for active and assisted livingâ€”Influences to the quality of life of an ageing society,"Dorner,Thomas Ernst, Siegel,Christian, ",2017,ScienceDirect,https://api.elsevier.com/content/article/pii/S1386505617300126,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
"care,elderly,assisted living,assistive",23/11/17,(ambient intelligence OR ambient system OR smart environment) AND (care OR elderly OR assisted living OR assistive),CoCaMAAL: A cloud-oriented context-aware middleware in ambient assisted living,"Tari,Zahir, Khalil,Ibrahim, Forkan,Abdur, ",2014,ScienceDirect,https://api.elsevier.com/content/article/pii/S0167739X13001544,https://api.elsevier.com/content/search/scidir?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&count=30&sort=-date&httpAccept=application%2Fjson&query=%28ambient+intelligence+OR+ambient+system+OR+smart+environment%29+AND+%28care+OR+elderly+OR+assisted+living+OR+assistive%29
